        lS     MSdm       omega
7.046       26.0233    0.000877
0.398534    63.6999    0.000229
7.59566     72.5531    3.03e-05
1.08592     92.8348    0.0131
7.47286     26.4636    0.000936
2.88673     58.8965    2.87e-05
4.73826     94.3724    0.000858
0.273214    98.0307    0.265
7.08902     44.8408    0.00046
4.34065     99.7088    0.00145
6.45948     35.0167    0.000613
4.23831     93.7987    0.00102
0.696313    69.2594    0.00146
9.99035     51.7356    0.000532
2.26886     31.0438    0.00122
4.89658     58.4348    5.97e-05
0.0310769   56.708     0.00288
5.90847     70.6342    3.28e-05
3.263       93.0837    0.00161
5.39702     20.5248    0.000814
0.173893    75.7697    0.0727
0.458002    86.988     0.043
1.70006     23.1149    0.0029
0.534782    85.3903    0.0276
5.09957     35.1955    0.000506
9.80443     34.1362    0.00118
6.55972     26.3129    0.000803
7.80798     74.1429    3.83e-05
3.06851     77.5838    0.000331
3.7448      83.9844    0.000445
2.62023     50.1645    0.000231
8.04438     62.7322    6.15e-08
6.30066     62.6009    3.75e-08
7.5936      98.0913    0.000445
4.94128     97.465     0.000978
3.57128     47.6378    0.000238
7.32181     86.7574    0.000201
5.1587      66.5033    1.15e-05
8.23663     42.976     0.000639
8.16852     29.9545    0.000975
2.55925     95.8891    0.00313
2.20541     34.2279    0.0011
2.76905     21.6866    0.0012
2.05716     76.0975    0.000662
6.48347     53.224     0.000217
7.40968     88.0288    0.00022
9.2759      61.5944    4.48e-05
8.65493     59.0367    0.000141
7.13923     21.9675    0.000983
2.43806     80.9675    0.000288
7.71438     82.3434    4.51e-05
7.75732     88.524     0.00021
8.22267     78.8062    4.29e-05
4.23215     74.6751    0.000136
5.47777     58.8096    6.5e-05
3.10133     35.3838    0.000642
8.46604     21.144     0.00127
9.04722     35.1069    0.000996
8.6316      98.0843    0.000347
5.00866     94.0612    0.000754
8.57288     22.1346    0.00126
7.778       71.2143    2.19e-05
2.59715     66.3333    4.04e-05
5.00999     72.5253    6.76e-05
5.32732     61.708     1.38e-05
6.77175     80.1231    3.68e-05
2.20007     81.3088    0.000379
5.08275     95.9096    0.000835
7.8181      80.6876    2.84e-05
2.82144     71.508     0.000167
2.94464     75.6357    0.000315
2.26196     93.4774    0.00335
1.46995     94.179     0.00808
8.75488     21.9494    0.00131
7.06515     66.4925    6.19e-06
6.40037     53.6345    0.000203
1.47507     86.0182    0.00415
4.38944     49.2925    0.000204
2.79801     73.402     0.000246
9.75368     86.5656    0.000114
6.9754      93.0279    0.000369
9.44398     34.4011    0.00109
9.98857     55.35      0.000366
2.60327     66.4938    4.33e-05
8.4474      88.4633    0.000177
9.08119     40.7782    0.000827
8.0282      28.9287    0.000975
5.11719     83.1952    0.000153
0.645717    85.9413    0.0202
0.254914    62.8154    8.31e-05
8.64909     27.6482    0.00113
3.2011      61.444     7.39e-06
0.511206    50.0761    0.00433
8.61258     84.2863    0.000104
7.81684     36.4205    0.000756
7.8591      92.7146    0.000286
5.75238     89.2351    0.000398
5.57324     25.4341    0.000722
3.25879     60.721     1.31e-05
8.09938     48.937     0.000448
8.03357     29.6165    0.000959
4.9254      43.467     0.000333
9.89431     27.8021    0.0014
2.28538     48.046     0.000337
8.15441     54.8751    0.000267
6.98995     98.8101    0.000546
7.95654     85.8104    0.000157
2.09133     21.8979    0.00203
1.54088     22.1553    0.00361
4.26867     72.1306    8.53e-05
3.88686     40.4831    0.000395
9.01429     54.1199    0.00035
6.57097     89.6047    0.000317
5.46712     77.8111    0.000109
3.25569     21.3595    0.00105
4.7989      97.5367    0.00104
5.11176     27.3337    0.000662
8.31362     62.431     3.21e-06
3.54495     75.9133    0.000228
3.30847     77.5643    0.000287
1.53031     38.0547    0.00176
9.76136     45.2606    0.00077
4.05338     71.5063    8.28e-05
2.22337     68.396     0.000119
2.16594     89.7551    0.00274
5.84958     26.1911    0.000728
4.69475     96.2844    0.000998
5.60202     91.7022    0.00051
7.82187     31.7157    0.000872
2.38021     49.1821    0.000293
4.4533      44.6491    0.000297
7.99887     54.7165    0.000263
5.97717     59.6589    5.85e-05
0.839938    21.8274    0.0116
2.09543     85.4984    0.00201
6.96825     93.734     0.000389
5.68603     30.439     0.000632
3.33767     81.7156    0.000187
7.13226     54.9812    0.000207
1.00669     47.323     0.00174
0.0379164   62.1389    6.09e-06
4.76386     76.2393    0.000133
7.33344     86.9708    0.000205
0.698367    76.2788    0.00535
7.29503     52.3118    0.000288
0.78035     39.31      0.00585
4.36763     32.9651    0.000546
9.64338     81.3015    2.13e-05
8.94848     60.9055    7.18e-05
4.20557     40.176     0.000392
7.14017     21.3297    0.000999
6.80307     64.2834    1.67e-06
2.54519     79.9876    0.000249
5.12405     48.3389    0.000246
6.32889     45.1581    0.000385
8.99129     93.5658    0.000235
0.845866    80.3688    0.00208
3.74865     67.8326    3.59e-05
8.07076     57.085     0.00019
4.68796     28.4715    0.000634
1.14704     37.0937    0.00324
7.39042     40.1291    0.000608
7.08054     51.1159    0.000305
4.30906     32.7248    0.000553
1.11561     39.3038    0.00296
2.41554     47.0544    0.000352
3.25379     59.7204    2.22e-05
3.97553     89.071     0.000801
1.95866     86.8325    0.00259
9.31179     63.5308    3.77e-07
3.48665     21.9585    0.000949
5.55064     39.0542    0.000453
4.98056     52.2975    0.000166
9.83652     92.0756    0.000177
4.82366     78.8682    0.000117
1.43948     63.8639    2.27e-05
4.77391     67.0345    1.67e-05
8.2241      57.4793    0.000183
3.80222     83.245     0.000281
8.46214     28.0613    0.00108
3.32762     89.6273    0.00118
7.8124      58.7495    0.000126
3.9725      62.9266    5.53e-07
5.99454     29.1029    0.000684
0.522338    77.2862    0.00974
2.16057     83.0274    0.000743
0.42922     68.7345    0.0032
8.70547     71.0968    1.72e-05
1.175       95.8131    0.0139
6.7981      73.0956    4.17e-05
8.9324      20.1952    0.00141
0.155309    88.6193    0.393
8.9982      90.8577    0.000191
9.62905     93.8841    0.000211
0.119905    80.1157    0.0906
1.60721     82.9513    0.00128
4.8664      43.1764    0.000337
5.55103     41.7132    0.0004
6.96839     80.3009    3.46e-05
0.254325    78.9243    0.0314
4.4425      76.009     0.000149
4.45229     57.7036    6.21e-05
8.1753      67.4187    6.79e-06
4.17541     64.6644    5.99e-06
1.26476     21.4769    0.00539
3.00426     56.6531    6.06e-05
9.0992      90.7738    0.000186
0.913065    61.7283    1.91e-06
1.33123     94.7218    0.0102
6.27701     94.3709    0.000499
2.26596     97.4489    0.0044
9.19554     70.6136    1.38e-05
8.46368     64.2468    1.05e-06
2.88046     36.683     0.00066
1.94755     56.253     8.9e-05
4.64387     75.6493    0.000131
7.62816     36.8406    0.000719
9.52515     98.0497    0.000286
5.70576     46.4501    0.000314
4.1123      22.6486    0.000799
9.19174     55.5293    0.000306
1.31895     64.6399    5.57e-05
1.01845     39.0882    0.00358
1.80583     56.277     9.75e-05
9.60345     77.1553    3.7e-05
4.51588     64.5723    4.78e-06
7.67726     30.2615    0.000882
8.13816     40.2666    0.000702
0.193628    45.4298    0.0494
3.58555     72.3716    0.000125
4.4812      90.166     0.000695
3.28533     40.3281    0.000452
0.149096    44.3406    0.0904
3.83731     70.5583    7.43e-05
5.37296     51.6479    0.000194
7.17824     60.4027    6.13e-05
1.17352     38.8059    0.00278
9.40281     76.5533    3.7e-05
5.91296     98.6563    0.000747
7.64666     78.2562    5.5e-05
2.99679     85.3652    0.000995
7.7592      35.391     0.000773
2.5196      93.5213    0.00273
6.2357      63.8823    1.31e-06
7.17354     59.728     8.01e-05
9.0642      66.7594    4.28e-06
6.95093     31.163     0.000753
4.12513     86.3904    0.000591
5.93049     81.6665    6.02e-05
5.77627     61.4014    2.19e-05
4.20511     32.3743    0.000566
3.36592     63.6936    3.48e-06
2.91738     66.4051    3.33e-05
9.18548     62.359     7.49e-06
6.23195     46.9589    0.000339
6.86569     99.816     0.000601
6.7362      44.8916    0.000426
4.72262     31.6893    0.000568
2.4003      34.9911    0.000893
1.46147     98.4155    0.0109
5.42247     51.6872    0.000196
1.8874      60.2987    1.17e-05
3.11167     29.8699    0.000823
1.02625     45.1657    0.00212
4.76812     97.1911    0.00103
5.85478     47.1154    0.00031
1.91763     64.3073    2.03e-05
8.51944     23.3015    0.00122
2.20068     61.1261    6.17e-06
9.24263     35.8929    0.00101
7.95048     54.9249    0.000253
5.14047     95.2206    0.000779
0.451601    74.5772    0.0101
2.65952     59.1858    2.45e-05
4.36304     33.4519    0.000536
8.77699     31.3766    0.00105
0.494328    35.5135    0.0177
2.81896     64.9122    1.55e-05
2.77262     92.4266    0.00209
7.0195      64.6707    2.18e-06
5.31929     88.3013    0.000428
9.99852     87.5024    0.000118
7.13577     20.7074    0.00101
7.58458     73.8156    3.83e-05
0.316406    62.9294    8.15e-05
7.42463     36.983     0.000687
3.8992      53.6878    0.000115
0.201247    38.4682    0.0817
6.94246     88.0753    0.000251
9.61615     25.1567    0.00142
9.80689     27.7277    0.00138
1.32974     82.8388    0.00174
7.95737     51.5365    0.000359
6.21308     94.2732    0.000505
2.90944     41.0137    0.000496
9.79404     86.7303    0.000115
8.46639     71.5323    1.99e-05
9.59477     51.2266    0.000515
9.40136     98.7086    0.000306
7.45171     39.9071    0.00062
8.65774     93.5699    0.000253
3.56598     39.2602    0.000448
8.74382     73.645     2.82e-05
4.36375     64.9582    6.8e-06
1.82761     45.6245    0.000672
6.35212     40.6896    0.000483
6.68971     59.816     6.81e-05
4.8629      21.0739    0.000789
2.05283     88.0453    0.00263
2.37501     29.6918    0.00118
2.24881     68.3696    0.000116
8.94986     31.818     0.00107
6.53887     82.8944    7.98e-05
1.25184     58.7271    4.67e-05
5.63269     94.499     0.00062
1.74989     57.9671    5.04e-05
7.59863     27.2119    0.00094
8.26007     76.268     4.63e-05
6.18776     54.5858    0.000172
4.93106     37.7729    0.000448
4.34283     55.1833    9.85e-05
8.19378     91.0726    0.000233
2.41613     20.0684    0.00165
6.55278     31.1451    0.000703
3.0254      43.8185    0.000382
1.71227     81.599     0.000663
0.851924    46.7315    0.00256
9.79092     39.2267    0.000998
5.51717     42.0738    0.000391
2.56962     91.1455    0.0022
5.61046     22.6569    0.000781
2.44167     34.9394    0.000867
1.63323     93.4345    0.00625
9.68122     20.483     0.0016
0.843804    75.0586    0.00324
8.12121     64.9667    2.04e-06
4.35521     97.1089    0.00122
8.9596      50.1664    0.000493
4.51011     42.6838    0.000338
4.65934     68.9173    3.31e-05
8.47902     92.8781    0.00025
4.93646     27.3238    0.000658
2.79704     22.9569    0.00112
4.36189     65.008     7.05e-06
0.422253    94.0027    0.0877
9.94685     56.2868    0.000319
8.19104     98.2884    0.000389
4.52293     20.2479    0.00082
7.09775     51.5826    0.000294
6.02447     66.6458    9.03e-06
7.73073     80.9986    3.06e-05
2.5706      60.6848    1.02e-05
5.07182     37.7876    0.000453
5.5582      20.5088    0.000823
5.53692     46.2538    0.000308
5.34565     98.6078    0.000905
9.10151     94.9792    0.000254
8.89848     49.1021    0.000523
4.88677     62.672     1.14e-07
4.83529     65.2944    6.93e-06
6.85753     85.5683    0.000205
7.46171     87.5325    0.000208
2.59803     77.0681    0.000453
2.3275      48.9288    0.000296
9.22066     94.7054    0.000243
8.098       57.7019    0.00017
0.355819    87.4637    0.0728
9.40465     45.3355    0.000718
4.66892     68.917     3.3e-05
9.53438     69.7919    1.05e-05
2.45296     75.0372    0.000413
5.51583     43.86      0.000355
2.85965     55.3787    8.43e-05
8.3643      58.3617    0.000157
1.30141     38.059     0.0024
4.8507      50.2617    0.000199
3.8452      35.2815    0.000523
9.22205     57.9993    0.000204
6.90981     71.5508    2.97e-05
6.41638     86.1936    0.000247
2.47915     33.6473    0.000903
0.677858    92.7849    0.0324
6.75755     63.7289    9.3e-07
7.05181     42.5958    0.00051
2.73714     21.3014    0.00124
6.93805     88.162     0.000253
6.33469     76.8151    8.09e-05
2.1171      68.7121    0.000144
3.54004     78.0777    0.000245
9.13455     31.1951    0.00113
2.48702     56.2106    7.38e-05
9.71069     66.2074    2.92e-06
6.60494     35.1121    0.000627
3.28406     54.0521    0.000106
9.46607     52.8413    0.000437
7.66207     83.609     9.3e-05
3.65504     44.6147    0.000306
2.0564      27.6243    0.0017
0.153586    72.975     0.0614
3.64823     94.2428    0.00141
5.01583     35.6095    0.000494
2.12321     73.1064    0.000398
8.78116     64.6257    1.36e-06
7.19148     60.0862    7.05e-05
0.593398    71.3256    0.00328
6.75711     42.1379    0.000491
2.83172     45.2708    0.000364
8.61884     91.29      0.000215
8.24139     75.9358    4.48e-05
7.67857     83.0772    6.45e-05
8.67384     97.822     0.000338
2.0143      80.738     0.0004
0.567041    47.3281    0.00519
6.79233     40.2685    0.000536
5.02018     52.7185    0.00016
8.34809     87.1803    0.000162
4.22342     56.4471    7.63e-05
6.28975     95.1356    0.000524
8.21359     92.9736    0.000268
3.04561     66.5894    3.32e-05
0.51405     92.3452    0.0533
5.01469     76.4187    0.000123
9.49844     72.0154    1.77e-05
4.84598     24.3297    0.000719
0.791073    76.0574    0.00413
3.18206     64.8498    1.17e-05
0.981385    68.3037    0.000565
3.25177     68.9564    6.74e-05
5.87643     89.532     0.000391
9.09681     39.8257    0.00086
0.852633    33.1716    0.00711
0.450438    90.4796    0.0595
2.86507     37.3375    0.00064
1.34215     26.4713    0.00402
6.93467     88.7622    0.000266
5.44439     25.4768    0.000713
1.71801     97.4391    0.00749
0.487729    69.6351    0.00321
2.89855     73.7975    0.000246
7.85453     48.3323    0.000443
5.56628     59.2513    5.88e-05
7.31437     35.1955    0.000714
8.45425     65.0948    2.05e-06
5.16361     33.527     0.000541
8.96101     82.8233    4.15e-05
7.53516     56.0302    0.000198
0.887773    94.1246    0.0212
1.38024     77.9447    0.00149
5.70078     57.6924    9.09e-05
2.78089     28.1321    0.000935
2.27093     59.1139    2.49e-05
6.69622     62.693     7.04e-08
3.51137     56.8381    6.04e-05
6.25033     38.7329    0.000515
8.21548     71.6142    2.15e-05
7.55851     99.6705    0.000495
6.06314     71.8345    4.06e-05
4.50327     78.5231    0.000145
0.553006    39.715     0.011
1.17253     58.1113    7.4e-05
6.56227     58.913     8.72e-05
2.72815     56.3765    6.68e-05
6.71659     86.0874    0.000224
8.92987     89.5775    0.000175
3.25575     52.9499    0.000128
2.3672      33.2092    0.00101
8.79144     66.4229    3.92e-06
2.63828     43.0181    0.000487
3.61917     50.9442    0.000166
9.19807     80.8533    2.12e-05
7.4494      29.3795    0.000866
3.49347     93.9645    0.0015
8.70315     82.9498    4.7e-05
2.18548     24.4182    0.00171
9.86386     23.8836    0.00153
1.86242     84.5201    0.00228
9.46771     43.7517    0.000784
1.30205     68.292     0.000325
2.62578     21.8089    0.00132
8.48579     35.268     0.000892
5.01635     85.4331    0.00037
7.87436     20.0515    0.00117
8.91287     80.4705    2.16e-05
4.44777     63.1579    8.19e-07
4.35624     33.7231    0.00053
5.14689     80.4869    6.28e-05
3.48584     37.9801    0.000492
3.09155     38.4462    0.000543
7.76466     85.707     0.000163
2.19095     88.5066    0.00241
9.76921     86.9297    0.000117
1.86181     30.1142    0.00185
9.58111     66.7518    3.83e-06
2.93957     79.8379    0.000197
4.21347     91.6957    0.000883
3.13647     80.9025    0.000174
1.68059     31.1857    0.00214
5.21598     84.109     0.000249
0.460267    21.8928    0.0364
2.18251     92.8622    0.00343
2.41238     58.1142    3.9e-05
8.98734     21.0335    0.00139
2.70614     33.6123    0.000766
9.6161      82.8341    3.64e-05
6.32577     52.2263    0.00023
5.24195     99.2401    0.000978
2.70911     64.8502    1.6e-05
5.20728     52.8835    0.000164
7.83753     29.3168    0.000932
6.85725     46.8856    0.00039
8.00506     69.9986    1.55e-05
2.24322     71.4674    0.000258
7.16105     55.2514    0.000202
1.08861     64.4724    7.08e-05
